name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
Unnamed Dihedral,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119896157/unnamed-dihedral,2.7,-1,Boulder,V0+,1,13,47.82262,-121.55947,909
La Chupacabra,Yin Yang Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121149488/la-chupacabra,2.4,-1,Boulder,V3,1,12,47.83177,-121.52012,910
Left Arête,First Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117135474/left-arete,2.2,-1,Boulder,V3,1,,47.82262,-121.55947,911
Knob Job,Garden Wall > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113061324/knob-job,2.1,-1,Boulder,5.10d V2 R,1,25,47.81801,-121.57339,912
The Wave (Sit Start),The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120016438/the-wave-sit-start,2.7,-1,Boulder,V9,1,,47.81719,-121.60179,913
Sloshed,The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121974059/sloshed,2.5,-1,Boulder,V3,1,,47.81719,-121.60179,914
Unnamed,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119151021/unnamed,2.5,-1,Boulder,V8,1,,47.82318,-121.55852,915
[Redacted],Flower Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117625199/redacted,2.3,-1,Boulder,V6,1,10,47.8172,-121.6018,916
Camel Spotting,All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119288133/camel-spotting,2.5,-1,Boulder,V3,1,10,47.8172,-121.6018,917
Arete left,Slabby arete boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108129974/arete-left,2.3,-1,Boulder,V2,1,,47.8185,-121.5705,918
Slot Machine,Engineer > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120730479/slot-machine,2.3,-1,Boulder,V4,1,15,47.82262,-121.55947,919
Unnamed,Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117331152/unnamed,1.9,-1,Boulder,V1,1,,47.81721,-121.60166,920
Pipeline,Pipeline Boulder > Quarry Boulders > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119327623/pipeline,2.5,-1,Boulder,V3,1,,47.83316,-121.51781,921
Leggo What's Left of my Ego,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119335541/leggo-whats-left-of-my-ego,2.4,-1,Boulder,V7,1,13,47.81749,-121.59801,922
Great Zimbabwe Walls,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108259942/great-zimbabwe-walls,2.5,-1,Boulder,V5,1,,47.82318,-121.55852,923
Claustrophobic,All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109178190/claustrophobic,2,-1,Boulder,V2,1,,47.8172,-121.6018,924
Tamarak,Corridor of Funlandia > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467851/tamarak,2.1,-1,Boulder,V-easy,1,,47.83169,-121.52,925
Thunder from Down Under,Solaris Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467897/thunder-from-down-under,1.8,-1,Boulder,V5,1,,47.83166,-121.52011,926
Majula,Majula Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121349296/majula,1.9,-1,Boulder,V4,1,8,47.82262,-121.55947,927
The Right Foot,Majula Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121436675/the-right-foot,2,-1,Boulder,V2-3,1,,47.82262,-121.55947,928
Sun Seeker,Sun Sail Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467937/sun-seeker,1.9,-1,Boulder,V2,1,,47.83178,-121.52002,929
Giraffe,Corridor of Funlandia > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467865/giraffe,2.1,-1,Boulder,V1,1,,47.83169,-121.52,930
River Warm Up,Wonder Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119201041/river-warm-up,1.9,-1,Boulder,V0,1,,47.81718,-121.60172,931
Non Existent Friction Slopers,Hagakure Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118857642/non-existent-friction-slopers,2,-1,Boulder,V-easy,1,,47.81751,-121.59809,932
Cougar Crack,Ass Jam Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119327701/cougar-crack,2,-1,Boulder,V2,1,,47.83178,-121.51983,933
Side Ways Oyster,Oyster Mushroom Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114425424/side-ways-oyster,2,-1,Boulder,V3,1,9,47.81752,-121.59799,934
Cougar Face,Ass Jam Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119327710/cougar-face,2,-1,Boulder,V3,1,,47.83178,-121.51983,935
MR. Hollow Head Arete,Mr. Hollow Head Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748613/mr-hollow-head-arete,2,-1,Boulder,V5,1,,47.83169,-121.52004,936
Arete right,Slabby arete boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108129962/arete-right,2,-1,Boulder,V0-,1,,47.8185,-121.5705,937
Left Mantle,Picnic boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108136141/left-mantle,2,-1,Boulder,V0-,1,,47.8185,-121.5705,938
Traverse,Picnic boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108136137/traverse,2,-1,Boulder,V0+,1,,47.8185,-121.5705,939
Über-Ich,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120179277/uber-ich,2.8,-1,Boulder,V6,1,,47.81749,-121.59801,940
Titty Scraper,Almost There Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120113933/titty-scraper,2,-1,Boulder,V5,1,8,47.78991,-121.50594,941
Majora Direct,Majora Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121436630/majora-direct,2,-1,Boulder,V3,1,,47.82265,-121.55951,942
Low and Soaked,Low and Soaked Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122986401/low-and-soaked,2.5,-1,Boulder,V8,1,5,47.81714,-121.60178,943
Tenderloin,Oyster Mushroom Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116686677/tenderloin,2,-1,Boulder,V5,1,10,47.81752,-121.59799,944
Spontaneous Human Combustion,Anansi Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118713005/spontaneous-human-combustion,2,-1,Boulder,V10,1,,47.85896,-121.47512,945
Unnamed,Railroad Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119170702/unnamed,2,-1,Boulder,V2,1,12,47.81724,-121.60163,946
NY Strip,Oyster Mushroom Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116686703/ny-strip,2,-1,Boulder,V5,1,8,47.81752,-121.59799,947
Iron Horse,Anansi Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118712943/iron-horse,2,-1,Boulder,V7,1,,47.85896,-121.47512,948
Ryan's Roof,SLC Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120376239/ryans-roof,2,-1,Boulder,V7,1,10,47.83199,-121.52022,949
√ (Square Root),Moth Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118683283/square-root,2,-1,Boulder,V4,1,,47.85805,-121.46702,950
Mama Bear,Moth Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118683253/mama-bear,2,-1,Boulder,V1,1,,47.85805,-121.46702,951
Flying Saucer Arête,Flying Saucer > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114425269/flying-saucer-arete,2,-1,Boulder,V2,1,12,47.81864,-121.57482,952
project,Moth Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118683362/project,2,-1,Boulder,V-easy,1,,47.85805,-121.46702,953
Spinach Teeth,Incisor Boulder > Heybrook Ridge > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121149580/spinach-teeth,2,-1,Boulder,V0,1,10,47.81604,-121.55372,954
Chipped Tooth,Incisor Boulder > Heybrook Ridge > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121149557/chipped-tooth,2,-1,Boulder,V0,1,12,47.81604,-121.55372,955
Hobbit Feet,Holy Smoke Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615630/hobbit-feet,2,-1,Boulder,V-easy,1,20,47.82374,-121.55955,956
++ Daddy's Brush Station,Daddy Wall > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122875723/daddys-brush-station,2,-1,"TR, Boulder",V-easy,1,1,47.82566,-121.55814,957
Arete eliminate,Slabby arete boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108129968/arete-eliminate,2.5,-1,Boulder,V3,1,,47.8185,-121.5705,958
Meh!,Corridor of Funlandia > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467844/meh,1.9,-1,Boulder,V0,1,,47.83169,-121.52,959
Tombstone Steps,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/124264940/tombstone-steps,3,-1,Boulder,V0,1,13,47.82462,-121.55486,960
Seasonal Depression,Seasonal Depression Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/124798108/seasonal-depression,3.7,-1,Boulder,V0,1,12,47.81704,-121.60162,961
DUPLO,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125694474/duplo,2.4,-1,Boulder,V0,1,,47.81749,-121.59801,962
There's Money in the Banana Stand,The Castle > Mid Wall Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125958509/theres-money-in-the-banana-stand,2,-1,Boulder,V0,1,10,47.82003,-121.57024,963
This Ain't it Chief,The Castle > Mid Wall Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125958526/this-aint-it-chief,2,-1,Boulder,V0,1,10,47.82003,-121.57024,964
Peanuts Gallery traverse,(C) Peanuts Gallery > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126031113/peanuts-gallery-traverse,2.5,-1,Boulder,V0,1,15,47.82514,-121.55906,965
North by North Mason,Rockslide Boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125836754/north-by-north-mason,3,-1,Boulder,V1,1,7,47.81784,-121.57183,966
Castles Made of Sand,The Castle > Mid Wall Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125958490/castles-made-of-sand,2,-1,Boulder,V1,1,20,47.82003,-121.57024,967
Leggo Mantle,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/126575126/leggo-mantle,2,-1,Boulder,V1,1,6,47.81749,-121.59801,968
Miso Thorny,Fake Diamond Boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125825829/miso-thorny,2,-1,Boulder,V2,1,5,47.81851,-121.56994,969
Castles in the Sky,The Castle > Mid Wall Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/125958478/castles-in-the-sky,3,-1,Boulder,V2,1,20,47.82003,-121.57024,970
